date,product,mentions,sentiment,source
2025-10-14 10:08:42.867881,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",1,1.0,flipkart
2026-02-11 10:08:42.130535,"4 in 1 Handheld Electric Vegetable Cutter Set,Wireless Food Processor Electric Food Chopper for Garlic Chili Pepper Onion Ginger Celery Meat with Brush",1,0.64,amazon
2025-08-22 10:08:42.867881,4D Lenovo IdeaPad L08O6D02 6 Cell Laptop Battery,1,,flipkart
2026-02-03 10:08:42.867881,4D Lenovo IdeaPad Y430g 6 Cell Laptop Battery,1,,flipkart
2025-11-29 10:08:42.867881,4D Lenovo L08L6C02 6 Cell Laptop Battery,1,,flipkart
2026-01-30 10:08:42.867881,4D Lenovo L08O6D13 6 Cell Laptop Battery,1,,flipkart
2025-10-19 10:08:42.867881,4D Mats Fresh Interior Car Mat Hyundai Verna Fluidic,1,,flipkart
2025-11-18 10:08:42.867881,4D Mats Fresh Interior Car Mat Mercedes Benz C-Class,1,,flipkart
2025-12-06 10:08:42.867881,4D Mats Fresh Interior Car Mat Skoda Laura,1,,flipkart
2026-01-21 10:08:42.867881,4D Sony Vaio Bps22 6 Cell Laptop Battery,1,,flipkart
2025-08-26 10:08:42.867881,4thneed Solid Men's Polo T-Shirt,1,1.0,flipkart
2025-08-23 10:08:42.867881,5 FEELINGS wagon R 2010 small Car Mat Maruti WagonR,1,,flipkart
2025-09-14 10:08:42.867881,612 League Baby Boy's Checkered Casual Shirt,1,,flipkart
2025-10-23 10:08:42.867881,612 League Girl's Gathered Dress,1,,flipkart
2025-11-15 10:08:42.867881,612 League Girl's Gathered Dress,1,,flipkart
2026-01-16 10:08:42.867881,612 League Girl's Gathered Dress,1,,flipkart
2026-01-23 10:08:42.867881,612 League Girl's Gathered Dress,1,,flipkart
2025-11-02 10:08:42.867881,612 League Girl's Shift Dress,1,,flipkart
2025-09-17 10:08:42.867881,612 League Solid Baby Boy's Flap Collar Neck T-Shirt,1,,flipkart
2026-02-11 10:08:42.867881,612 League Striped Baby Boy's Flap Collar Neck T-Shirt,1,,flipkart
2025-09-09 10:08:42.867881,"69th Avenue 69SS0002-X1 Polyester, Steel Sliding Pin Shirt Stud",1,,flipkart
2025-12-12 10:08:42.867881,"69th Avenue 69SS0003-B6 Polyester, Steel Sliding Pin Shirt Stud",1,,flipkart
2025-12-21 10:08:42.867881,720 Armour Hitman Asian Fit T948B2-18-H-P Sports Goggles,1,,flipkart
2026-02-13 10:08:42.867881,720 Armour Hitman T948D1-3-P Sports Goggles,1,,flipkart
2025-09-15 10:08:42.867881,720 Armour Slew T920-2 Sports Goggles,1,,flipkart
2025-08-31 10:08:42.867881,720 Armour Tack B318-8 Sports Goggles,1,,flipkart
2025-09-16 10:08:42.130535,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,1,0.6,amazon
2025-11-11 10:08:42.130535,7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,1,0.6599999999999999,amazon
2026-01-31 10:08:42.130535,7SEVEN® Compatible Lg Smart Tv Remote Suitable for Any LG LED OLED LCD UHD Plasma Android Television and AKB75095303 replacement of Original Lg Tv Remote Control,1,0.8400000000000001,amazon
2025-10-22 10:08:42.130535,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,1,0.7,amazon
2026-01-09 10:08:42.130535,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,1,0.74,amazon
2025-09-28 10:08:42.130535,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,1,0.72,amazon
2026-02-06 10:08:42.130535,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,1,0.72,amazon
2025-12-02 10:08:42.130535,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,1,0.78,amazon
2025-10-30 10:08:42.130535,7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,1,0.86,amazon
2025-08-27 10:08:42.130535,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,1,0.6599999999999999,amazon
2025-10-19 10:08:42.130535,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,1,0.78,amazon
2025-08-21 10:08:42.130535,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),1,0.6799999999999999,amazon
2026-02-10 10:08:42.867881,883 Police Full Sleeve Solid Men's Jacket,1,,flipkart
2025-08-26 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-09-25 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-10-04 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-10-05 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-11-01 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-11-29 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-12-30 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2026-01-08 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2026-01-12 10:08:42.867881,925 Silver Alloy Silver Bracelet,1,,flipkart
2025-09-21 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-11-16 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-11-23 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-12-15 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-12-24 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-12-25 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-12-30 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-12-31 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2026-01-02 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2026-01-23 10:08:42.867881,925 Silver Silver Bracelet,1,,flipkart
2025-09-09 10:08:42.867881,99 Moves Boots,1,,flipkart
2025-08-30 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-09-10 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-09-22 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-10-07 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-10-12 10:08:42.867881,999store Medium Paper Sticker,2,,flipkart
2025-10-13 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-10-20 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-10-25 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-10-30 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-11-04 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-11-19 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-11-23 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-11-24 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-12-02 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-12-08 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-12-29 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2026-01-05 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2026-01-11 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2026-02-01 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2026-02-14 10:08:42.867881,999store Medium Paper Sticker,1,,flipkart
2025-11-28 10:08:42.867881,99Gems LR GOLD 5 in 1 MOBILE / MP3 USB USB Cable,1,,flipkart
2025-09-02 10:08:42.867881,99Gems Smart OTG Connection kit USB USB Cable,1,,flipkart
2025-09-03 10:08:42.867881,99HomeMart Alloy Cubic Zirconia Bangle Set,1,,flipkart
2025-10-03 10:08:42.867881,99HomeMart Blue Wondar Pearl Alloy Necklace,1,,flipkart
2025-12-13 10:08:42.867881,99HomeMart Metal Cubic Zirconia Bangle,1,,flipkart
2026-02-07 10:08:42.867881,99HomeMart Metal Cubic Zirconia Kada,1,,flipkart
2025-12-22 10:08:42.867881,99Hunts Solid Women's Fashion Neck T-Shirt,1,,flipkart
2025-10-02 10:08:42.867881,99Moves MOV-269-9 Boots,1,,flipkart
2025-12-04 10:08:42.867881,9blings Alloy Cubic Zirconia Yellow Gold Bangle Set,1,,flipkart
2025-11-29 10:08:42.867881,9blings Cubic Zirconia Yellow Gold Plated Alloy Nose Ring,1,,flipkart
2025-09-09 10:08:42.867881,"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",1,,flipkart
2025-09-06 10:08:42.867881,@home Annulus Solid Wood Dressing Table,1,,flipkart
2026-01-19 10:08:42.867881,@home Earthy Wine Net Ceramic Vase,1,,flipkart
2025-09-11 10:08:42.867881,@home Enchanted Cushion Ceramic Vase,1,,flipkart
2025-12-16 10:08:42.867881,@home Glass Vase,1,,flipkart
2025-09-03 10:08:42.867881,A A STORE Regular Fit Women's Trousers,1,,flipkart
2025-09-28 10:08:42.867881,A A STORE Regular Fit Women's Trousers,1,,flipkart
2025-11-02 10:08:42.867881,A A STORE Regular Fit Women's Trousers,1,,flipkart
2025-12-12 10:08:42.867881,A A STORE Regular Fit Women's Trousers,1,,flipkart
2026-01-19 10:08:42.867881,"A Avon PK_504 Analog Watch  - For Men, Boys",1,,flipkart
2025-08-23 10:08:42.867881,"A Avon PK_741 Analog Watch  - For Men, Boys",1,,flipkart
2025-09-23 10:08:42.867881,A Bit of Me Au Fait? Alloy Necklace,1,,flipkart
2025-12-26 10:08:42.867881,A Christian Talks with God: And Other Religious Stories,1,,flipkart
2025-08-23 10:08:42.867881,A Click Away Women Heels,1,,flipkart
2025-10-06 10:08:42.867881,A Click Away Women Heels,1,,flipkart
2025-10-28 10:08:42.867881,A Click Away Women Heels,1,,flipkart
2025-11-11 10:08:42.867881,A Click Away Women Heels,1,,flipkart
2025-11-29 10:08:42.867881,A Click Away Women Heels,1,,flipkart
2026-01-12 10:08:42.867881,A Click Away Women Heels,1,,flipkart
2025-08-26 10:08:42.867881,A M International Alloy Necklace,1,,flipkart
2025-10-15 10:08:42.867881,A M International Alloy Necklace,1,,flipkart
2025-12-14 10:08:42.867881,A M International Alloy Necklace,1,,flipkart
2025-10-02 10:08:42.867881,A R ENTERPRISES musical wlking cow,1,,flipkart
2026-02-10 10:08:42.867881,A To Z Traders 200 inch Yellow Rice Lights,1,,flipkart
2025-10-28 10:08:42.867881,A-maze ampolka-001pink Umbrella,1,,flipkart
2025-10-24 10:08:42.867881,AAKAR Cartoon Cushions Cover,1,,flipkart
2025-09-11 10:08:42.867881,AAO+ Aviator Sunglasses,1,,flipkart
2025-12-15 10:08:42.867881,AAO+ Aviator Sunglasses,1,,flipkart
2025-12-28 10:08:42.867881,AAO+ Aviator Sunglasses,1,,flipkart
2025-12-08 10:08:42.867881,ABB Premium Make 6 One Way Electrical Switch,1,,flipkart
2026-01-01 10:08:42.867881,ABCD Small Bean Bag  With Foam Filling,1,,flipkart
2026-01-15 10:08:42.867881,ABCD XL Bean Bag  With Foam Filling,1,,flipkart
2025-12-04 10:08:42.867881,"ABEEZ Boys, Men, Girls",1,,flipkart
2025-11-07 10:08:42.867881,ABHIRA Girl's A-line Dress,1,,flipkart
2025-11-18 10:08:42.867881,ABHIRA Girl's A-line Dress,1,,flipkart
2026-02-06 10:08:42.867881,ABIDA V-Neck Women's Blouse,1,,flipkart
2026-01-13 10:08:42.867881,ABSTAR LIGHT 30 L Backpack,1,,flipkart
2026-02-02 10:08:42.867881,ACCESSOREEZ Bajaj Avenger 220 Street Helmet Lock,1,,flipkart
2026-02-08 10:08:42.867881,ACCESSOREEZ CRTRTBL052 Cup Holder Car Tray Table,1,,flipkart
2025-09-14 10:08:42.867881,ACCESSOREEZ CT100 Helmet Lock,1,,flipkart
2025-10-27 10:08:42.867881,ACCESSOREEZ Premium Locking Device For Hero Splendor Plus Helmet Lock,1,,flipkart
2025-10-17 10:08:42.867881,ACM Pouch for Intex Aqua Lions 3g,1,,flipkart
2025-12-24 10:08:42.867881,ACM Pouch for Leeco Letv Le Max 2,1,,flipkart
2025-10-13 10:08:42.867881,ACM Pouch for Oneplus One,1,,flipkart
2025-08-30 10:08:42.867881,ACM Pouch for Swipe Elite Plus,1,,flipkart
2025-11-23 10:08:42.867881,ACM TEM1161 Tempered Glass for Huawei Honor 6,1,,flipkart
2025-10-18 10:08:42.130535,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,1,0.78,amazon
2025-10-28 10:08:42.130535,ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),1,0.76,amazon
2025-11-02 10:08:42.867881,ADDICTION Floral Print Women's Straight Kurta,1,,flipkart
2025-11-09 10:08:42.867881,ADDICTION Floral Print Women's Straight Kurta,1,,flipkart
2025-11-23 10:08:42.867881,ADDICTION Floral Print Women's Straight Kurta,1,,flipkart
2025-11-21 10:08:42.867881,ADIWALK ATOM Running Shoes,1,,flipkart
2025-08-28 10:08:42.130535,"AGARO 33398 Rapid 1000-Watt, 10-Litre Wet & Dry Vacuum Cleaner, with Blower Function (Red & Black)",1,0.8,amazon
2026-01-11 10:08:42.130535,"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",1,0.82,amazon
2025-09-24 10:08:42.130535,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,1,0.86,amazon
2025-08-31 10:08:42.130535,"AGARO Classic Portable Yogurt Maker, 1.2L Capacity, Electric, Automatic, Grey and White, Medium (33603)",1,0.82,amazon
2026-02-05 10:08:42.130535,"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",1,0.8400000000000001,amazon
2025-09-19 10:08:42.130535,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Ceramic Ball Filter, Ultra Quiet, 360° Rotatable Nozzle, Auto Shut Off, Grey",1,0.86,amazon
2025-11-09 10:08:42.130535,AGARO Imperial 240-Watt Slow Juicer with Cold Press Technology,1,0.8800000000000001,amazon
2025-09-04 10:08:42.130535,"AGARO LR2007 Lint Remover, Rechargeable, for Woolen Sweaters, Blankets, Jackets, Burr Remover, Pill Remover From Carpets, Curtains",1,0.8400000000000001,amazon
2025-09-24 10:08:42.130535,"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",1,0.82,amazon
2026-01-13 10:08:42.130535,"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",1,0.8,amazon
2026-01-07 10:08:42.130535,"AGARO Regal Electric Rice Cooker, 3L Ceramic Inner Bowl, Cooks Up to 600 Gms Raw Rice, SS Steamer, Preset Cooking Functions, Preset Timer, Keep Warm Function, LED Display, Black",1,0.82,amazon
2025-12-03 10:08:42.130535,"AGARO Royal Double Layered Kettle, 1.5 Litres, Double Layered Cool Touch , Dry Boiling Protection, Black",1,0.86,amazon
2025-10-23 10:08:42.130535,"AGARO Royal Stand 1000W Mixer with 5L SS Bowl and 8 Speed Setting, Includes Whisking Cone, Mixing Beater & Dough Hook, and Splash Guard, 2 Years Warranty, (Black), Medium (33554)",1,0.86,amazon
2025-12-30 10:08:42.130535,"AGARO Supreme High Pressure Washer, 1800 Watts, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, for Car,Bike and Home Cleaning Purpose, Black and Orange",1,0.86,amazon
2025-08-22 10:08:42.867881,AHAANA FASHION Women's Shift Dress,1,,flipkart
2025-12-11 10:08:42.867881,AJ Dezines Boy's Angarkha and Dhoti Pant,1,,flipkart
2026-01-07 10:08:42.867881,AJ Dezines Boy's Angarkha and Dhoti Pant,1,,flipkart
2025-11-11 10:08:42.867881,AJ Dezines Boy's Kurta and Breeches Set,1,,flipkart
2025-10-26 10:08:42.867881,AJ Dezines Boy's Kurta and Pyjama Set,1,,flipkart
2025-08-28 10:08:42.867881,"AJ Dezines Boy's Kurta, Waistcoat and Pyjama Set",1,,flipkart
2025-09-30 10:08:42.867881,"AJ Dezines Boy's Kurta, Waistcoat and Pyjama Set",1,,flipkart
2025-11-02 10:08:42.867881,"AJ Dezines Boy's Kurta, Waistcoat and Pyjama Set",1,,flipkart
2025-11-24 10:08:42.867881,"AJ Dezines Boy's Kurta, Waistcoat and Pyjama Set",1,,flipkart
2026-01-28 10:08:42.867881,"AJ Dezines Boy's Kurta, Waistcoat and Pyjama Set",1,,flipkart
2025-12-14 10:08:42.867881,AJ Dezines Boy's Pathani Suit Set,1,,flipkart
2025-09-12 10:08:42.867881,AKUP be-urr-own-hero 1 Ceramic Mug,1,,flipkart
2025-11-15 10:08:42.867881,AKUP beautiful Ceramic Mug,1,,flipkart
2025-09-24 10:08:42.867881,AKUP because-i-have-a-brother Ceramic Mug,1,,flipkart
2025-12-04 10:08:42.867881,AKUP crazy-women Ceramic Mug,1,,flipkart
2025-12-17 10:08:42.867881,AKUP dad-a-daughters-first-love Ceramic Mug,1,,flipkart
2025-11-14 10:08:42.867881,AKUP dream-big-work-hard Ceramic Mug,1,,flipkart
2025-09-17 10:08:42.867881,AKUP happy-mothers-day Ceramic Mug,1,,flipkart
2025-11-27 10:08:42.867881,AKUP happy-new-year-love- Ceramic Mug,1,,flipkart
2025-12-17 10:08:42.867881,AKUP happy-thanks-giving Ceramic Mug,1,,flipkart
2025-11-18 10:08:42.867881,AKUP i-creid-because Ceramic Mug,1,,flipkart
2026-02-05 10:08:42.867881,AKUP i-love-dubstep Ceramic Mug,1,,flipkart
2026-01-15 10:08:42.867881,AKUP i-love-music Ceramic Mug,1,,flipkart
2026-01-03 10:08:42.867881,AKUP i-love-my-mom Ceramic Mug,1,,flipkart
2026-02-08 10:08:42.867881,AKUP i-love-stories Ceramic Mug,1,,flipkart
2025-10-04 10:08:42.867881,AKUP i-loves-music Ceramic Mug,1,,flipkart
2026-02-10 10:08:42.867881,AKUP keep-calm Ceramic Mug,1,,flipkart
2026-02-04 10:08:42.867881,AKUP league-of-legends Ceramic Mug,1,,flipkart
2025-12-21 10:08:42.867881,AKUP life-is-not-living Ceramic Mug,1,,flipkart
2025-10-10 10:08:42.867881,AKUP love-music Ceramic Mug,1,,flipkart
2025-10-08 10:08:42.867881,AKUP one-gud-thing-about-music Ceramic Mug,1,,flipkart
2025-09-06 10:08:42.867881,AKUP ur-own-kind Ceramic Mug,1,,flipkart
2026-02-11 10:08:42.867881,AKUP without-the-rain Ceramic Mug,1,,flipkart
2025-11-16 10:08:42.867881,ALIFS Hand-held Bag,1,,flipkart
2025-09-03 10:08:42.867881,ALL DAY 365 Shoulder Bag,1,,flipkart
2025-11-06 10:08:42.867881,ALL DAY 365 Shoulder Bag,1,,flipkart
2025-12-18 10:08:42.867881,ALL DAY 365 Shoulder Bag,1,,flipkart
2026-01-03 10:08:42.867881,ALLURING Silver Swarovski Crystal Rhodium NA K Ring,1,,flipkart
2025-11-19 10:08:42.867881,ALX New York Striped Turtle Neck Casual Men's Sweater,1,,flipkart
2025-11-17 10:08:42.867881,ALX New York Striped V-neck Casual Men's Sweater,1,,flipkart
2025-09-08 10:08:42.867881,AM Creation Magic  Ceramic Mug,1,,flipkart
2025-11-28 10:08:42.867881,AMCO Running Shoes,1,,flipkart
2025-11-30 10:08:42.867881,AMCO Running Shoes,1,,flipkart
2025-10-15 10:08:42.867881,AMCO Walking Shoes,1,,flipkart
2025-10-10 10:08:42.130535,"AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner, 21 Litre Stainless Steel with Blower & HEPA filter, 1600 Watts 100% Copper Motor 28 KPa suction with washable reusable dust bag (Red/Black/Steel)-AMI-VCD21-1600WDx",1,0.8400000000000001,amazon
2025-10-13 10:08:42.867881,AMY 3D Globe IN Hand A5 Notebook Spiral Bound,1,,flipkart
2025-10-10 10:08:42.867881,AMY 3D Incredible Hulk Angry Look A5 Notebook Spiral Bound,1,,flipkart
2026-01-09 10:08:42.867881,AMY 3D Ninja Turtles Fighters with There Weapons A5 Notebook Spiral Bound,1,,flipkart
2025-09-26 10:08:42.867881,AMY 3D Yellow Eye Scary Boy A5 Notebook Spiral Bound,1,,flipkart
2025-09-23 10:08:42.867881,AMY Abstract Colorful Art A5 Notebook Spiral Bound,1,,flipkart
